birthday,chamber,title,first_name,middle_name,last_name,name_suffix,nickname,party,state,state_name,term_start,term_end,in_office,phone,twitter_id
04/04/1932,senate,Sen,Richard,G.,Lugar,,,R,IN,Indiana,04/01/2007,03/01/2013,FALSE,202-224-4814,
24/02/1942,senate,Sen,Joseph,I.,Lieberman,,,I,CT,Connecticut,04/01/2007,03/01/2013,FALSE,202-224-4041,
25/04/1942,senate,Sen,Jon,,Kyl,,,R,AZ,Arizona,04/01/2007,03/01/2013,FALSE,202-224-4521,
07/02/1935,senate,Sen,Herbert,H.,Kohl,,Herb,D,WI,Wisconsin,04/01/2007,03/01/2013,FALSE,202-224-5653,
22/07/1943,senate,Sen,Kay,Bailey,Hutchison,,,R,TX,Texas,04/01/2007,03/01/2013,FALSE,202-224-5922,
12/03/1948,senate,Sen,Kent,Kent,Conrad,,,D,ND,North Dakota,04/01/2007,03/01/2013,FALSE,202-224-2043,
03/10/1943,senate,Sen,Jeff,,Bingaman,,,D,NM,New Mexico,04/01/2007,03/01/2013,FALSE,202-224-5521,
11/09/1924,senate,Sen,Daniel,Kahikina,Akaka,,,D,HI,Hawaii,04/01/2007,03/01/2013,FALSE,202-224-6361,
07/09/1924,senate,Sen,Daniel,K.,Inouye,,,D,HI,Hawaii,05/01/2011,17/12/2012,FALSE,202-224-3934,
04/08/1961,senate,Sen,Barack,,Obama,,,D,IL,Illinois,04/01/2005,16/11/2008,FALSE,,
04/09/1942,house,Rep,Bob,,Filner,,,D,CA,California,05/01/2011,03/12/2012,FALSE,202-225-8045,
11/03/1965,house,Rep,Jesse,Louis,Jackson,Jr.,,D,IL,Illinois,05/01/2011,21/11/2012,FALSE,202-225-0773,
08/04/1955,house,Rep,David,,Wu,,,D,OR,Oregon,05/01/2011,03/08/2011,FALSE,,
04/09/1964,house,Rep,Anthony,David,Weiner,,,D,NY,New York,05/01/2011,21/06/2011,FALSE,,
16/07/1934,house,Rep,Donald,M.,Payne,,,D,NJ,New Jersey,05/01/2011,06/03/2012,FALSE,202-225-3436,
22/08/1965,house,Rep,Thaddeus,G.,McCotter,,Thad,R,MI,Michigan,05/01/2011,06/07/2012,FALSE,202-225-8171,
01/04/1964,house,Rep,Christopher,John,Lee,,,R,NY,New York,05/01/2011,09/02/2011,FALSE,,
09/02/1951,house,Rep,Jay,,Inslee,,,D,WA,Washington,05/01/2011,20/03/2012,FALSE,202-225-6311,
28/06/1945,house,Rep,Jane,,Harman,,,D,CA,California,05/01/2011,28/02/2011,FALSE,,
08/06/1970,house,Rep,Gabrielle,,Giffords,,,D,AZ,Arizona,05/01/2011,25/01/2012,FALSE,,
26/10/1958,house,Rep,Geoff,,Davis,,,R,KY,Kentucky,05/01/2011,31/07/2012,FALSE,202-225-3465,
31/03/1959,house,Rep,Dennis,A.,Cardoza,,,D,CA,California,05/01/2011,15/08/2012,FALSE,202-225-6131,
27/02/1974,senate,Sen,Carte,P.,Goodwin,,,D,WV,West Virginia,20/07/2010,14/11/2010,FALSE,,
09/08/1970,house,Rep,Charles,,Djou,,,R,HI,Hawaii,22/05/2010,03/01/2011,FALSE,,
18/01/1938,senate,Sen,Paul,G.,Kirk,Jr.,,D,MA,Massachusetts,25/09/2009,04/02/2010,FALSE,,
21/05/1969,senate,Sen,George,S.,LeMieux,,,R,FL,Florida,10/09/2009,03/01/2011,FALSE,,
26/01/1970,house,Rep,Scott,,Murphy,,,D,NY,New York,29/04/2009,03/01/2011,FALSE,,
15/03/1939,senate,Sen,Edward,E.,Kaufman,,,D,DE,Delaware,16/01/2009,15/11/2010,FALSE,,
03/08/1937,senate,Sen,Roland,,Burris,,,D,IL,Illinois,15/01/2009,29/11/2010,FALSE,,
18/01/1943,house,Rep,Charles,A.,Wilson,,,D,OH,Ohio,06/01/2009,03/01/2011,FALSE,,
02/01/1961,house,Rep,Robert,,Wexler,,,D,FL,Florida,06/01/2009,04/01/2010,FALSE,,
12/11/1933,house,Rep,Diane,E.,Watson,,,D,CA,California,06/01/2009,03/01/2011,FALSE,,
28/10/1957,house,Rep,Zach,,Wamp,,,R,TN,Tennessee,06/01/2009,03/01/2011,FALSE,,
15/06/1951,house,Rep,Todd,,Tiahrt,,,R,KS,Kansas,06/01/2009,03/01/2011,FALSE,,
29/06/1949,house,Rep,Harry,,Teague,,,D,NM,New Mexico,06/01/2009,03/01/2011,FALSE,,
17/09/1953,house,Rep,Gene,,Taylor,,,D,MS,Mississippi,06/01/2009,03/01/2011,FALSE,,
15/11/1951,house,Rep,Ellen,O.,Tauscher,,,D,CA,California,06/01/2009,26/06/2009,FALSE,,
22/09/1944,house,Rep,John,S.,Tanner,,,D,TN,Tennessee,06/01/2009,03/01/2011,FALSE,,
29/02/1952,house,Rep,Bart,T.,Stupak,,,D,MI,Michigan,06/01/2009,03/01/2011,FALSE,,
01/11/1942,house,Rep,John,McKee,Spratt,Jr.,,D,SC,South Carolina,06/01/2009,03/01/2011,FALSE,,
27/01/1961,house,Rep,Zachary,T.,Space,,Zack,D,OH,Ohio,06/01/2009,03/01/2011,FALSE,,
18/07/1950,house,Rep,Mark,Edward,Souder,,,R,IN,Indiana,06/01/2009,21/05/2010,FALSE,,
20/10/1957,house,Rep,Hilda,L.,Solis,,,D,CA,California,06/01/2009,24/02/2009,FALSE,,
27/09/1947,house,Rep,Victor,F.,Snyder,,Vic,D,AR,Arkansas,06/01/2009,03/01/2011,FALSE,,
20/12/1931,house,Rep,Ike,,Skelton,,,D,MO,Missouri,06/01/2009,03/01/2011,FALSE,,
22/10/1949,house,Rep,John,B.,Shadegg,,,R,AZ,Arizona,06/01/2009,03/01/2011,FALSE,,
12/12/1951,house,Rep,Joe,,Sestak,,,D,PA,Pennsylvania,06/01/2009,03/01/2011,FALSE,,
02/10/1961,house,Rep,Mark,H.,Schauer,,,D,MI,Michigan,06/01/2009,03/01/2011,FALSE,,
21/07/1953,house,Rep,John,Tony,Salazar,,,D,CO,Colorado,06/01/2009,03/01/2011,FALSE,,
09/12/1946,house,Rep,Ciro,D.,Rodriguez,,,D,TX,Texas,06/01/2009,03/01/2011,FALSE,,
20/06/1955,house,Rep,George,P.,Radanovich,,,R,CA,California,06/01/2009,03/01/2011,FALSE,,
31/07/1974,house,Rep,Adam,H.,Putnam,,,R,FL,Florida,06/01/2009,03/01/2011,FALSE,,
02/09/1952,house,Rep,Earl,Ralph,Pomeroy,,,D,ND,North Dakota,06/01/2009,03/01/2011,FALSE,,
09/10/1974,house,Rep,Thomas,S. P.,Perriello,,,D,VA,Virginia,06/01/2009,03/01/2011,FALSE,,
03/06/1937,house,Rep,Solomon,P.,Ortiz,,,D,TX,Texas,06/01/2009,03/01/2011,FALSE,,
03/10/1938,house,Rep,David,Ross,Obey,,Dave,D,WI,Wisconsin,06/01/2009,03/01/2011,FALSE,,
10/09/1934,house,Rep,James,L.,Oberstar,,,D,MN,Minnesota,06/01/2009,03/01/2011,FALSE,,
09/09/1974,house,Rep,Glenn,C.,Nye,,,D,VA,Virginia,06/01/2009,03/01/2011,FALSE,,
17/06/1932,house,Rep,John,P.,Murtha,,,D,PA,Pennsylvania,06/01/2009,08/02/2010,FALSE,,
19/10/1973,house,Rep,Patrick,J.,Murphy,,,D,PA,Pennsylvania,06/01/2009,03/01/2011,FALSE,,
08/11/1945,house,Rep,Dennis,,Moore,,,D,KS,Kansas,06/01/2009,03/01/2011,FALSE,,
14/05/1943,house,Rep,Alan,B.,Mollohan,,,D,WV,West Virginia,06/01/2009,03/01/2011,FALSE,,
18/07/1940,house,Rep,Harry,E.,Mitchell,,,D,AZ,Arizona,06/01/2009,03/01/2011,FALSE,,
20/09/1942,house,Rep,Walter,,Minnick,,,D,ID,Idaho,06/01/2009,03/01/2011,FALSE,,
03/10/1947,house,Rep,Charles,J.,Melancon,,,D,LA,Louisiana,06/01/2009,03/01/2011,FALSE,,
06/09/1966,house,Rep,Kendrick,Brett,Meek,,,D,FL,Florida,06/01/2009,03/01/2011,FALSE,,
12/09/1957,house,Rep,Michael,E.,McMahon,,,D,NY,New York,06/01/2009,03/01/2011,FALSE,,
29/09/1948,house,Rep,John,M.,McHugh,,,R,NY,New York,06/01/2009,21/09/2009,FALSE,,
16/09/1959,house,Rep,Eric,J. J.,Massa,,,D,NY,New York,06/01/2009,08/03/2010,FALSE,,
31/03/1948,house,Rep,James,,Marshall,,Jim,D,GA,Georgia,06/01/2009,03/01/2011,FALSE,,
27/04/1956,house,Rep,Betsy,,Markey,,,D,CO,Colorado,06/01/2009,03/01/2011,FALSE,,
09/09/1942,house,Rep,John,,Linder,,,R,GA,Georgia,06/01/2009,03/01/2011,FALSE,,
29/05/1968,house,Rep,Frank,,Kratovil,Jr.,,D,MD,Maryland,06/01/2009,03/01/2011,FALSE,,
25/02/1944,house,Rep,Suzanne,M.,Kosmas,,,D,FL,Florida,06/01/2009,03/01/2011,FALSE,,
10/07/1957,house,Rep,Ron,,Klein,,,D,FL,Florida,06/01/2009,03/01/2011,FALSE,,
30/04/1949,house,Rep,Mary Jo,,Kilroy,,,D,OH,Ohio,06/01/2009,03/01/2011,FALSE,,
25/06/1945,house,Rep,Carolyn,Cheeks,Kilpatrick,,,D,MI,Michigan,06/01/2009,03/01/2011,FALSE,,
14/07/1967,house,Rep,Patrick,Joseph,Kennedy,,,D,RI,Rhode Island,06/01/2009,03/01/2011,FALSE,,
02/04/1937,house,Rep,Paul,E.,Kanjorski,,,D,PA,Pennsylvania,06/01/2009,03/01/2011,FALSE,,
12/12/1949,house,Rep,Steve,,Kagen,,,D,WI,Wisconsin,06/01/2009,03/01/2011,FALSE,,
11/10/1959,house,Rep,Bob,,Inglis,,,R,SC,South Carolina,06/01/2009,03/01/2011,FALSE,,
30/10/1953,house,Rep,Peter,,Hoekstra,,Pete,R,MI,Michigan,06/01/2009,03/01/2011,FALSE,,
21/03/1951,house,Rep,Paul,W.,Hodes,,,D,NH,New Hampshire,06/01/2009,03/01/2011,FALSE,,
23/06/1953,house,Rep,Baron,P.,Hill,,,D,IN,Indiana,06/01/2009,03/01/2011,FALSE,,
03/12/1970,house,Rep,Stephanie,,Herseth Sandlin,,,D,SD,South Dakota,06/01/2009,03/01/2011,FALSE,,
21/02/1949,house,Rep,Phil,,Hare,,,D,IL,Illinois,06/01/2009,03/01/2011,FALSE,,
01/03/1958,house,Rep,Deborah,L.,Halvorson,,,D,IL,Illinois,06/01/2009,03/01/2011,FALSE,,
23/07/1948,house,Rep,John,J.,Hall,,,D,NY,New York,06/01/2009,03/01/2011,FALSE,,
06/08/1942,house,Rep,Parker,,Griffith,,,R,AL,Alabama,06/01/2009,03/01/2011,FALSE,,
24/01/1949,house,Rep,Barton,Jennings,Gordon,,Bart,D,TN,Tennessee,06/01/2009,03/01/2011,FALSE,,
09/12/1954,house,Rep,Mary,,Fallin,,,R,OK,Oklahoma,06/01/2009,03/01/2011,FALSE,,
07/08/1941,house,Rep,Bob,R.,Etheridge,,,D,NC,North Carolina,06/01/2009,03/01/2011,FALSE,,
11/09/1958,house,Rep,Brad,,Ellsworth,,,D,IN,Indiana,06/01/2009,03/01/2011,FALSE,,
06/02/1934,house,Rep,Vernon,J.,Ehlers,,,R,MI,Michigan,06/01/2009,03/01/2011,FALSE,,
24/11/1951,house,Rep,Thomas,,Edwards,,Chet,D,TX,Texas,06/01/2009,03/01/2011,FALSE,,
24/06/1966,house,Rep,Steve,,Driehaus,,,D,OH,Ohio,06/01/2009,03/01/2011,FALSE,,
13/08/1954,house,Rep,Lincoln,,Diaz-Balart,,,R,FL,Florida,06/01/2009,03/01/2011,FALSE,,
18/07/1941,house,Rep,William,D.,Delahunt,,Bill,D,MA,Massachusetts,06/01/2009,03/01/2011,FALSE,,
25/08/1942,house,Rep,Nathan,,Deal,,,R,GA,Georgia,06/01/2009,22/03/2010,FALSE,,
13/09/1943,house,Rep,Lincoln,,Davis,,,D,TN,Tennessee,06/01/2009,03/01/2011,FALSE,,
09/10/1967,house,Rep,Artur,,Davis,,,D,AL,Alabama,06/01/2009,03/01/2011,FALSE,,
10/12/1957,house,Rep,Kathleen,A.,Dahlkemper,,,D,PA,Pennsylvania,06/01/2009,03/01/2011,FALSE,,
29/03/1958,house,Rep,Travis,W.,Childers,,,D,MS,Mississippi,06/01/2009,03/01/2011,FALSE,,
02/07/1939,house,Rep,Michael,N.,Castle,,,R,DE,Delaware,06/01/2009,03/01/2011,FALSE,,
02/03/1959,house,Rep,Christopher,P.,Carney,,,D,PA,Pennsylvania,06/01/2009,03/01/2011,FALSE,,
13/03/1967,house,Rep,Anh,,Cao,,Joseph,R,LA,Louisiana,06/01/2009,03/01/2011,FALSE,,
26/11/1958,house,Rep,Stephen,E.,Buyer,,Steve,R,IN,Indiana,06/01/2009,03/01/2011,FALSE,,
05/10/1943,house,Rep,Virginia,,Brown-Waite,,Ginny,R,FL,Florida,06/01/2009,03/01/2011,FALSE,,
20/12/1935,house,Rep,Henry,E.,Brown,Jr.,,R,SC,South Carolina,06/01/2009,03/01/2011,FALSE,,
21/07/1952,house,Rep,Bobby,,Bright,,,D,AL,Alabama,06/01/2009,03/01/2011,FALSE,,
06/06/1945,house,Rep,Allen,,Boyd,Jr.,,D,FL,Florida,06/01/2009,03/01/2011,FALSE,,
01/08/1946,house,Rep,Frederick,C.,Boucher,,Rick,D,VA,Virginia,06/01/2009,03/01/2011,FALSE,,
05/10/1969,house,Rep,John,A.,Boccieri,,,D,OH,Ohio,06/01/2009,03/01/2011,FALSE,,
20/11/1942,senate,Sen,Joseph,R.,Biden,Jr.,,D,DE,Delaware,06/01/2009,15/01/2009,FALSE,,
27/08/1942,house,Rep,Robert,Marion,Berry,,Marion,D,AR,Arkansas,06/01/2009,03/01/2011,FALSE,,
22/01/1962,house,Rep,Melissa,L.,Bean,,,D,IL,Illinois,06/01/2009,03/01/2011,FALSE,,
14/02/1961,house,Rep,James,Gresham,Barrett,,J. Gresham,R,SC,South Carolina,06/01/2009,03/01/2011,FALSE,,
07/03/1956,house,Rep,Brian,N.,Baird,,,D,WA,Washington,06/01/2009,03/01/2011,FALSE,,
11/06/1959,house,Rep,Michael,A.,Arcuri,,,D,NY,New York,06/01/2009,03/01/2011,FALSE,,
23/08/1959,house,Rep,John,H.,Adler,,,D,NJ,New Jersey,06/01/2009,03/01/2011,FALSE,,
26/06/1938,house,Rep,Neil,,Abercrombie,,,D,HI,Hawaii,06/01/2009,01/03/2010,FALSE,,
17/01/1964,house,Rep,Donald,J.,Cazayoux,Jr.,,D,LA,Louisiana,06/05/2008,03/01/2009,FALSE,,
10/09/1951,house,Rep,Albert,Russell,Wynn,,,D,MD,Maryland,04/01/2007,31/05/2008,FALSE,,
30/12/1960,house,Rep,Heather,A.,Wilson,,,R,NM,New Mexico,04/01/2007,03/01/2009,FALSE,,
07/07/1957,house,Rep,Gerald,C.,Weller,,Jerry,R,IL,Illinois,04/01/2007,03/01/2009,FALSE,,
31/08/1953,house,Rep,David,J.,Weldon,Jr.,Dave,R,FL,Florida,04/01/2007,03/01/2009,FALSE,,
19/06/1947,house,Rep,James,T.,Walsh,,Jim,R,NY,New York,04/01/2007,03/01/2009,FALSE,,
17/02/1933,senate,Sen,Craig,,Thomas,,,R,WY,Wyoming,04/01/2007,04/06/2007,FALSE,,
20/12/1945,house,Rep,Thomas,G.,Tancredo,,Tom,R,CO,Colorado,04/01/2007,03/01/2009,FALSE,,
18/10/1945,house,Rep,Christopher,H.,Shays,,,R,CT,Connecticut,04/01/2007,03/01/2009,FALSE,,
22/01/1943,house,Rep,H.,James,Saxton,,Jim,R,NJ,New Jersey,04/01/2007,03/01/2009,FALSE,,
17/02/1954,house,Rep,Bill,,Sali,,,R,ID,Idaho,04/01/2007,03/01/2009,FALSE,,
03/09/1950,house,Rep,Thomas,M.,Reynolds,,,R,NY,New York,04/01/2007,03/01/2009,FALSE,,
11/06/1958,house,Rep,Rick,,Renzi,,,R,AZ,Arizona,04/01/2007,03/01/2009,FALSE,,
03/12/1924,house,Rep,Ralph,,Regula,,,R,OH,Ohio,04/01/2007,03/01/2009,FALSE,,
06/05/1946,house,Rep,James,M.,Ramstad,,Jim,R,MN,Minnesota,04/01/2007,03/01/2009,FALSE,,
29/07/1951,house,Rep,Deborah,D.,Pryce,,,R,OH,Ohio,04/01/2007,03/01/2009,FALSE,,
16/05/1955,house,Rep,Jon,Christopher,Porter,Sr.,,R,NV,Nevada,04/01/2007,03/01/2009,FALSE,,
10/08/1963,house,Rep,Charles,W.,Pickering,Jr.,Chip,R,MS,Mississippi,04/01/2007,03/01/2009,FALSE,,
25/12/1938,house,Rep,John,E.,Peterson,,,R,PA,Pennsylvania,04/01/2007,03/01/2009,FALSE,,
27/07/1941,house,Rep,Charles,W.,Norwood,Jr.,Charlie,R,GA,Georgia,04/01/2007,13/02/2007,FALSE,,
27/01/1949,house,Rep,Marilyn,N.,Musgrave,,,R,CO,Colorado,04/01/2007,03/01/2009,FALSE,,
07/09/1938,house,Rep,Juanita,,Millender-McDonald,,,D,CA,California,04/01/2007,22/04/2007,FALSE,,
30/12/1956,house,Rep,Martin,T.,Meehan,,Marty,D,MA,Massachusetts,04/01/2007,01/07/2007,FALSE,,
16/09/1947,house,Rep,Michael,R.,McNulty,,,D,NY,New York,04/01/2007,03/01/2009,FALSE,,
18/09/1949,house,Rep,James,O.,McCrery,III,Jim,R,LA,Louisiana,04/01/2007,03/01/2009,FALSE,,
15/08/1956,house,Rep,Tim,,Mahoney,,,D,FL,Florida,04/01/2007,03/01/2009,FALSE,,
09/10/1941,senate,Sen,Trent,,Lott,,,R,MS,Mississippi,04/01/2007,18/12/2007,FALSE,,
14/09/1946,house,Rep,Ron,,Lewis,,,R,KY,Kentucky,04/01/2007,03/01/2009,FALSE,,
01/02/1928,house,Rep,Tom,,Lantos,,,D,CA,California,04/01/2007,11/02/2008,FALSE,,
14/02/1945,house,Rep,Nicholas,V.,Lampson,,Nick,D,TX,Texas,04/01/2007,03/01/2009,FALSE,,
06/12/1945,house,Rep,Ray,H.,LaHood,,,R,IL,Illinois,04/01/2007,03/01/2009,FALSE,,
19/04/1943,house,Rep,John,R.,Kuhl,Jr.,Randy,R,NY,New York,04/01/2007,03/01/2009,FALSE,,
28/11/1933,house,Rep,Joseph,K.,Knollenberg,,Joe,R,MI,Michigan,04/01/2007,03/01/2009,FALSE,,
22/02/1932,senate,Sen,Edward,M.,Kennedy,,Ted,D,MA,Massachusetts,04/01/2007,25/08/2009,FALSE,,
05/09/1964,house,Rep,Ric,,Keller,,,R,FL,Florida,04/01/2007,03/01/2009,FALSE,,
10/09/1949,house,Rep,Stephanie,Tubbs,Jones,,,D,OH,Ohio,04/01/2007,20/08/2008,FALSE,,
10/06/1971,house,Rep,Bobby,,Jindal,,,R,LA,Louisiana,04/01/2007,14/01/2008,FALSE,,
14/03/1947,house,Rep,William,J.,Jefferson,,,D,LA,Louisiana,04/01/2007,03/01/2009,FALSE,,
31/05/1948,house,Rep,Duncan,L.,Hunter,,,R,CA,California,04/01/2007,03/01/2009,FALSE,,
22/05/1958,house,Rep,Kenny,C.,Hulshof,,,R,MO,Missouri,04/01/2007,03/01/2009,FALSE,,
04/04/1939,house,Rep,Darlene,,Hooley,,,D,OR,Oregon,04/01/2007,03/01/2009,FALSE,,
17/10/1936,house,Rep,David,Lee,Hobson,,Dave,R,OH,Ohio,04/01/2007,03/01/2009,FALSE,,
14/08/1945,house,Rep,Robin,C.,Hayes,,,R,NC,North Carolina,04/01/2007,03/01/2009,FALSE,,
02/01/1942,house,Rep,J.,Dennis,Hastert,,Denny,R,IL,Illinois,04/01/2007,26/11/2007,FALSE,,
17/10/1946,house,Rep,Virgil,H.,Goode,Jr.,,R,VA,Virginia,04/01/2007,03/01/2009,FALSE,,
01/02/1939,house,Rep,Paul,E.,Gillmor,,,R,OH,Ohio,04/01/2007,05/09/2007,FALSE,,
15/04/1946,house,Rep,Wayne,T.,Gilchrest,,,R,MD,Maryland,04/01/2007,03/01/2009,FALSE,,
09/03/1965,house,Rep,Vito,J.,Fossella,Jr.,,R,NY,New York,04/01/2007,03/01/2009,FALSE,,
31/10/1960,house,Com,Luis,G.,Fortuño,,,R,PR,Puerto Rico,04/01/2007,03/01/2009,FALSE,,
22/06/1970,house,Rep,Michael,,Ferguson,,Mike,R,NJ,New Jersey,04/01/2007,03/01/2009,FALSE,,
21/05/1958,house,Rep,Tom,C.,Feeney,,,R,FL,Florida,04/01/2007,03/01/2009,FALSE,,
15/02/1937,house,Rep,Terry,,Everett,,,R,AL,Alabama,04/01/2007,03/01/2009,FALSE,,
25/03/1958,senate,Sen,John,Eric,Ensign,,,R,NV,Nevada,04/01/2007,03/05/2011,FALSE,,
20/06/1956,house,Rep,Philip,,English,,Phil,R,PA,Pennsylvania,04/01/2007,03/01/2009,FALSE,,
29/11/1959,house,Rep,Rahm,,Emanuel,,,D,IL,Illinois,04/01/2007,03/01/2009,FALSE,,
20/11/1949,house,Rep,Thelma,D.,Drake,,,R,VA,Virginia,04/01/2007,03/01/2009,FALSE,,
30/10/1950,house,Rep,John,T.,Doolittle,,,R,CA,California,04/01/2007,03/01/2009,FALSE,,
05/01/1949,house,Rep,Thomas,M.,Davis,III,Tom,R,VA,Virginia,04/01/2007,24/11/2008,FALSE,,
29/06/1950,house,Rep,Jo Ann,S.,Davis,,,R,VA,Virginia,04/01/2007,06/10/2007,FALSE,,
06/11/1959,house,Rep,David,,Davis,,,R,TN,Tennessee,04/01/2007,03/01/2009,FALSE,,
30/11/1946,house,Rep,Barbara,L.,Cubin,,,R,WY,Wyoming,04/01/2007,03/01/2009,FALSE,,
22/08/1947,house,Rep,Robert,E.,Cramer,Jr.,Bud,D,AL,Alabama,04/01/2007,03/01/2009,FALSE,,
26/10/1947,senate,Sen,Hillary,Rodham,Clinton,,,D,NY,New York,04/01/2007,21/01/2009,FALSE,,
08/07/1938,house,Rep,Julia,M.,Carson,,,D,IN,Indiana,04/01/2007,15/12/2007,FALSE,,
20/10/1950,house,Rep,Christopher,B.,Cannon,,Chris,R,UT,Utah,04/01/2007,03/01/2009,FALSE,,
20/11/1917,senate,Sen,Robert,C.,Byrd,,,D,WV,West Virginia,04/01/2007,28/06/2010,FALSE,,
02/08/1955,house,Rep,Nancy,E.,Boyda,,,D,KS,Kansas,04/01/2007,03/01/2009,FALSE,,
22/05/1948,house,Rep,Richard,Hugh,Baker,,,R,LA,Louisiana,04/01/2007,02/02/2008,FALSE,,
16/04/1945,house,Rep,Thomas,H.,Allen,,Tom,D,ME,Maine,04/01/2007,03/01/2009,FALSE,,
22/06/1953,house,Rep,Shelley,,Sekula-Gibbs,,,R,TX,Texas,13/11/2006,03/01/2007,FALSE,,
22/07/1947,house,Rep,W.,Curtis,Weldon,,Curt,R,PA,Pennsylvania,04/01/2005,03/01/2007,FALSE,,
15/07/1936,senate,Sen,George,V.,Voinovich,,,R,OH,Ohio,04/01/2005,03/01/2011,FALSE,,
06/12/1941,house,Rep,William,M.,Thomas,,Bill,R,CA,California,04/01/2005,03/01/2007,FALSE,,
23/01/1941,house,Rep,Charles,H.,Taylor,,,R,NC,North Carolina,04/01/2005,03/01/2007,FALSE,,
09/08/1955,house,Rep,John,E.,Sweeney,,,R,NY,New York,04/01/2005,03/01/2007,FALSE,,
04/08/1941,house,Rep,Ted,,Strickland,,,D,OH,Ohio,04/01/2005,03/01/2007,FALSE,,
12/02/1930,senate,Sen,Arlen,,Specter,,,D,PA,Pennsylvania,04/01/2005,03/01/2011,FALSE,,
17/12/1945,house,Rep,Michael,E.,Sodrel,,,R,IN,Indiana,04/01/2005,03/01/2007,FALSE,,
11/02/1943,house,Rep,Robert,Ruhl,Simmons,,Rob,R,CT,Connecticut,04/01/2005,03/01/2007,FALSE,,
05/03/1941,house,Rep,Donald,L.,Sherwood,,Don,R,PA,Pennsylvania,04/01/2005,03/01/2007,FALSE,,
19/04/1939,house,Rep,E.,Clay,Shaw,Jr.,,R,FL,Florida,04/01/2005,03/01/2007,FALSE,,
15/11/1937,house,Rep,John,J.H.,Schwarz,,Joe,R,MI,Michigan,04/01/2005,03/01/2007,FALSE,,
02/03/1955,senate,Sen,Ken,,Salazar,,,D,CO,Colorado,04/01/2005,21/01/2009,FALSE,,
28/02/1938,house,Rep,Martin,Olav,Sabo,,,D,MN,Minnesota,04/01/2005,03/01/2007,FALSE,,
29/04/1947,house,Rep,Jim,R.,Ryun,,,R,KS,Kansas,04/01/2005,03/01/2007,FALSE,,
08/01/1961,house,Rep,Richard,W.,Pombo,,,R,CA,California,04/01/2005,03/01/2007,FALSE,,
11/02/1944,house,Rep,Michael,G.,Oxley,,,R,OH,Ohio,04/01/2005,03/01/2007,FALSE,,
28/06/1936,house,Rep,Major,R.,Owens,,,D,NY,New York,04/01/2005,03/01/2007,FALSE,,
03/05/1942,house,Rep,C.L.,,Otter,,Butch,R,ID,Idaho,04/01/2005,03/01/2007,FALSE,,
23/02/1937,house,Rep,Thomas,William,Osborne,,Tom,R,NE,Nebraska,04/01/2005,03/01/2007,FALSE,,
27/06/1960,house,Rep,James,Allen,Nussle,,Jim,R,IA,Iowa,04/01/2005,03/01/2007,FALSE,,
22/01/1948,house,Rep,Anne,Meagher,Northup,,,R,KY,Kentucky,04/01/2005,03/01/2007,FALSE,,
05/07/1954,house,Rep,Robert,William,Ney,,Bob,R,OH,Ohio,04/01/2005,03/11/2006,FALSE,,
17/03/1955,house,Rep,Cynthia,,McKinney,,,D,GA,Georgia,04/01/2005,03/01/2007,FALSE,,
23/10/1946,senate,Sen,Mel,,Martinez,,,R,FL,Florida,04/01/2005,09/09/2009,FALSE,,
30/09/1960,senate,Sen,Blanche,Lambert,Lincoln,,,D,AR,Arkansas,04/01/2005,03/01/2011,FALSE,,
15/10/1942,house,Rep,James,A.,Leach,,Jim,R,IA,Iowa,04/01/2005,03/01/2007,FALSE,,
28/06/1942,house,Rep,James,T.,Kolbe,,Jim,R,AZ,Arizona,04/01/2005,03/01/2007,FALSE,,
11/04/1957,house,Rep,Mark,R.,Kennedy,,,R,MN,Minnesota,04/01/2005,03/01/2007,FALSE,,
26/09/1936,house,Rep,Sue,W.,Kelly,,,R,NY,New York,04/01/2005,03/01/2007,FALSE,,
05/01/1935,house,Rep,Nancy,Lee,Johnson,,,R,CT,Connecticut,04/01/2005,03/01/2007,FALSE,,
29/11/1936,house,Rep,William,Lewis,Jenkins,,Bill,R,TN,Tennessee,04/01/2005,03/01/2007,FALSE,,
11/02/1950,house,Rep,Ernest,J.,Istook,Jr.,,R,OK,Oklahoma,04/01/2005,03/01/2007,FALSE,,
18/04/1924,house,Rep,Henry,John,Hyde,,,R,IL,Illinois,04/01/2005,03/01/2007,FALSE,,
19/06/1961,house,Rep,John,Nathan,Hostettler,,,R,IN,Indiana,04/01/2005,03/01/2007,FALSE,,
18/04/1935,house,Rep,Joel,,Hefley,,,R,CO,Colorado,04/01/2005,03/01/2007,FALSE,,
12/07/1958,house,Rep,John,D.,Hayworth,Jr.,J.D.,R,AZ,Arizona,04/01/2005,03/01/2007,FALSE,,
04/04/1962,house,Rep,Melissa,A.,Hart,,,R,PA,Pennsylvania,04/01/2005,03/01/2007,FALSE,,
05/04/1957,house,Rep,Katherine,,Harris,,,R,FL,Florida,04/01/2005,03/01/2007,FALSE,,
20/03/1951,house,Rep,Gilbert,W.,Gutknecht,,Gil,R,MN,Minnesota,04/01/2005,03/01/2007,FALSE,,
14/02/1947,senate,Sen,Judd,A.,Gregg,,,R,NH,New Hampshire,04/01/2005,03/01/2011,FALSE,,
01/06/1960,house,Rep,Mark,A.,Green,,,R,WI,Wisconsin,04/01/2005,03/01/2007,FALSE,,
16/12/1944,house,Rep,James,A.,Gibbons,,Jim,R,NV,Nevada,04/01/2005,03/01/2007,FALSE,,
